"labels","Time","Line","tsNs","labelTypes","id","TraceID"
[object Object],2026-07-15 08:52:21,-                                       GET         401                2 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E5524%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E29%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098341726954547,[object Object],1784098341726954547_5251beab,
[object Object],2026-07-15 08:52:21,-                                       GET         401                3 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E5524%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E45%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098341726142000,[object Object],1784098341726142000_c212654f,
[object Object],2026-07-15 08:52:21,-                                       GET         401                4 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E5524%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E3%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098341722472661,[object Object],1784098341722472661_fe19e84c,
[object Object],2026-07-15 08:52:21,-                                       GET         401                4 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E5524%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E19%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098341720807449,[object Object],1784098341720807449_e6e13936,
[object Object],2026-07-15 08:52:21,-                                       GET         401                4 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E5524%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E42%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098341720792930,[object Object],1784098341720792930_dd741e06,
[object Object],2026-07-15 08:52:21,-                                       GET         401                1 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E5524%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E63%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098341720204907,[object Object],1784098341720204907_4ea375bf,
[object Object],2026-07-15 08:52:21,NIBIOInnsyn_a                           GET         200               26 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E3218%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E61%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E246%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A25833&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098341353188498,[object Object],1784098341353188498_bb421f18,
[object Object],2026-07-15 08:52:21,-                                       GET         401                3 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E3218%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E61%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E246%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A25833&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098341320033160,[object Object],1784098341320033160_ebe7be24,
[object Object],2026-07-15 08:52:17,-                                       GET         401                2 ms	/geoservergeo/wfs/MATRIKKEL?REQUEST=GetCapabilities&VERSION=1.1.0&SERVICE=WFS,1784098337258675313,[object Object],1784098337258675313_4741a4ac,
[object Object],2026-07-15 08:52:17,skd_serg                                GET         200               16 ms	/geoservergeo/wfs/MATRIKKEL?version=1.1.0&service=%20WFS&request=%20getFeature&typeName=matrikkel:TEIGWFS&filter=%20%3Cogc:Filter%20xmlns:ogc%3D'http://www.opengis.net/ogc'%20xmlns:gml%3D'http://www.opengis.net/gml'%3E%20%20%20%3CAnd%3E%20%20%20%20%20%3Cogc:PropertyIsEqualTo%3E%20%20%20%20%20%20%20%3Cogc:PropertyName%3EKOMMUNENR%3C/ogc:PropertyName%3E%20%20%20%20%20%20%20%3Cogc:Literal%3E5624%3C/ogc:Literal%3E%20%20%20%20%20%3C/ogc:PropertyIsEqualTo%3E%20%20%20%20%20%3Cogc:PropertyIsEqualTo%3E%20%20%20%20%20%20%20%3Cogc:PropertyName%3EGARDSNR%3C/ogc:PropertyName%3E%20%20%20%20%20%20%20%3Cogc:Literal%3E35%3C/ogc:Literal%3E%20%20%20%20%20%3C/ogc:PropertyIsEqualTo%3E%20%20%20%20%20%3Cogc:PropertyIsEqualTo%3E%20%20%20%20%20%20%20%3Cogc:PropertyName%3EBRUKSNR%3C/ogc:PropertyName%3E%20%20%20%20%20%20%20%3Cogc:Literal%3E154%3C/ogc:Literal%3E%20%20%20%20%20%3C/ogc:PropertyIsEqualTo%3E%20%20%20%20%20%3Cogc:PropertyIsEqualTo%3E%20%20%20%20%20%20%20%3Cogc:PropertyName%3EFESTENR%3C/ogc:PropertyName%3E%20%20%20%20%20%20%20%3Cogc:Literal%3E0%3C/ogc:Literal%3E%20%20%20%20%20%3C/ogc:PropertyIsEqualTo%3E%20%20%20%20%20%3Cogc:PropertyIsEqualTo%3E%20%20%20%20%20%20%20%3Cogc:PropertyName%3ESEKSJONSNR%3C/ogc:PropertyName%3E%20%20%20%20%20%20%20%3Cogc:Literal%3E0%3C/ogc:Literal%3E%20%20%20%20%20%3C/ogc:PropertyIsEqualTo%3E%20%20%20%3C/And%3E%20%3C/ogc:Filter%3E&outputFormat=application/json&srsName=EPSG:25833,1784098337049513535,[object Object],1784098337049513535_4a718c88,
[object Object],2026-07-15 08:52:17,skd_serg                                GET         200               15 ms	/geoservergeo/wfs/MATRIKKEL?version=1.1.0&service=%20WFS&request=%20getFeature&typeName=matrikkel:TEIGWFS&filter=%20%3Cogc:Filter%20xmlns:ogc%3D'http://www.opengis.net/ogc'%20xmlns:gml%3D'http://www.opengis.net/gml'%3E%20%20%20%3CAnd%3E%20%20%20%20%20%3Cogc:PropertyIsEqualTo%3E%20%20%20%20%20%20%20%3Cogc:PropertyName%3EKOMMUNENR%3C/ogc:PropertyName%3E%20%20%20%20%20%20%20%3Cogc:Literal%3E3201%3C/ogc:Literal%3E%20%20%20%20%20%3C/ogc:PropertyIsEqualTo%3E%20%20%20%20%20%3Cogc:PropertyIsEqualTo%3E%20%20%20%20%20%20%20%3Cogc:PropertyName%3EGARDSNR%3C/ogc:PropertyName%3E%20%20%20%20%20%20%20%3Cogc:Literal%3E52%3C/ogc:Literal%3E%20%20%20%20%20%3C/ogc:PropertyIsEqualTo%3E%20%20%20%20%20%3Cogc:PropertyIsEqualTo%3E%20%20%20%20%20%20%20%3Cogc:PropertyName%3EBRUKSNR%3C/ogc:PropertyName%3E%20%20%20%20%20%20%20%3Cogc:Literal%3E135%3C/ogc:Literal%3E%20%20%20%20%20%3C/ogc:PropertyIsEqualTo%3E%20%20%20%20%20%3Cogc:PropertyIsEqualTo%3E%20%20%20%20%20%20%20%3Cogc:PropertyName%3EFESTENR%3C/ogc:PropertyName%3E%20%20%20%20%20%20%20%3Cogc:Literal%3E0%3C/ogc:Literal%3E%20%20%20%20%20%3C/ogc:PropertyIsEqualTo%3E%20%20%20%20%20%3Cogc:PropertyIsEqualTo%3E%20%20%20%20%20%20%20%3Cogc:PropertyName%3ESEKSJONSNR%3C/ogc:PropertyName%3E%20%20%20%20%20%20%20%3Cogc:Literal%3E56%3C/ogc:Literal%3E%20%20%20%20%20%3C/ogc:PropertyIsEqualTo%3E%20%20%20%3C/And%3E%20%3C/ogc:Filter%3E&outputFormat=application/json&srsName=EPSG:25833,1784098337011954684,[object Object],1784098337011954684_89560cfd,
[object Object],2026-07-15 08:52:14,-                                       GET         401                3 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E3218%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E61%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E246%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A25833&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098334014977914,[object Object],1784098334014977914_71184988,
[object Object],2026-07-15 08:52:13,NIBIOInnsyn_a                           GET         200               10 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1824%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E103%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1369%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098333469879297,[object Object],1784098333469879297_ac6a29e2,
[object Object],2026-07-15 08:52:13,NIBIOInnsyn_a                           GET         200                8 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1824%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E103%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1443%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098333468658112,[object Object],1784098333468658112_d1dae9ff,
[object Object],2026-07-15 08:52:13,NIBIOInnsyn_a                           GET         200                9 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1824%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E115%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E2%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098333467849553,[object Object],1784098333467849553_9e4937f2,
[object Object],2026-07-15 08:52:13,NIBIOInnsyn_a                           GET         200               11 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1824%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E113%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E8%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098333467752723,[object Object],1784098333467752723_68e6df3,
[object Object],2026-07-15 08:52:13,NIBIOInnsyn_a                           GET         200               12 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1824%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E103%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1750%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098333467435249,[object Object],1784098333467435249_82ba7366,
[object Object],2026-07-15 08:52:13,NIBIOInnsyn_a                           GET         200               13 ms	/geoservergeo/wfs/MATRIKKEL?TYPENAME=TEIGWFS&Filter=%3CFilter+xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%3E%3Cogc%3AAnd%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EKOMMUNENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1824%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EGARDSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E113%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EBRUKSNR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E1%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3Cogc%3APropertyIsEqualTo+%3E%3Cogc%3APropertyName+%3EFESTENR%3C%2Fogc%3APropertyName%3E%3Cogc%3ALiteral+%3E0%3C%2Fogc%3ALiteral%3E%3C%2Fogc%3APropertyIsEqualTo%3E%3C%2Fogc%3AAnd%3E%3C%2FFilter%3E&REQUEST=GetFeature&SRSName=EPSG%3A4258&VERSION=1.1.0&SERVICE=WFS&outputFormat=json,1784098333467261541,[object Object],1784098333467261541_7cf38731,
